id_municipio,uf,municipio,longitude,latitude,file_name
1067,GO,Planaltina,-47.608885,-15.452033,planaltina_go.png
1068,GO,Pontalina,-49.44894,-17.522513,pontalina_go.png
1069,GO,Porangatu,-49.150282,-13.439102,porangatu_go.png
1070,GO,Porteirão,-50.165322,-17.81428,porteirao_go.png
1071,GO,Portelândia,-52.679939,-17.355381,portelandia_go.png
1072,GO,Posse,-46.370407,-14.085943,posse_go.png
1073,GO,Professor Jamil,-49.244004,-17.249665,professor_jamil_go.png
1074,GO,Quirinópolis,-50.454698,-18.447186,quirinopolis_go.png
1075,GO,Rialma,-49.581399,-15.314482,rialma_go.png
1076,GO,Rianápolis,-49.511399,-15.445649,rianapolis_go.png
1077,GO,Rio Quente,-48.772462,-17.773988,rio_quente_go.png
1078,GO,Rio Verde,-50.919195,-17.792266,rio_verde_go.png
1079,GO,Rubiataba,-49.804792,-15.161744,rubiataba_go.png
1080,GO,Sanclerlândia,-50.312374,-16.197039,sanclerlandia_go.png
1081,GO,Santa Bárbara de Goiás,-49.695385,-16.571363,santa_barbara_de_goias_go.png
1082,GO,Santa Cruz de Goiás,-48.48095,-17.315512,santa_cruz_de_goias_go.png
1083,GO,Santa Fé de Goiás,-51.103706,-15.766426,santa_fe_de_goias_go.png
1084,GO,Santa Helena de Goiás,-50.597664,-17.81152,santa_helena_de_goias_go.png
1085,GO,Santa Isabel,-49.425931,-15.295849,santa_isabel_go.png
1086,GO,Santa Rita do Araguaia,-53.201236,-17.32691,santa_rita_do_araguaia_go.png
1087,GO,Santa Rita do Novo Destino,-49.120254,-15.135072,santa_rita_do_novo_destino_go.png
1088,GO,Santa Rosa de Goiás,-49.495326,-16.083983,santa_rosa_de_goias_go.png
1089,GO,Santa Tereza de Goiás,-49.014405,-13.713812,santa_tereza_de_goias_go.png
1090,GO,Santa Terezinha de Goiás,-49.709099,-14.432649,santa_terezinha_de_goias_go.png
1091,GO,Santo Antônio da Barra,-50.634543,-17.558499,santo_antonio_da_barra_go.png
1092,GO,Santo Antônio de Goiás,-49.309607,-16.481534,santo_antonio_de_goias_go.png
1093,GO,Santo Antônio do Descoberto,-48.257761,-15.941247,santo_antonio_do_descoberto_go.png
1104,GO,Senador Canedo,-49.091398,-16.708401,senador_canedo_go.png
1105,GO,Serranópolis,-51.958637,-18.306722,serranopolis_go.png
1106,GO,Silvânia,-48.608326,-16.659972,silvania_go.png
1107,GO,Simolândia,-46.484681,-14.464402,simolandia_go.png
1094,GO,São Domingos,-46.318968,-13.403749,sao_domingos_go.png
1095,GO,São Francisco de Goiás,-49.260519,-15.925646,sao_francisco_de_goias_go.png
1096,GO,São João d`Aliança,-47.522783,-14.704831,sao_joao_d`alianca_go.png
1097,GO,São João da Paraúna,-50.409243,-16.812622,sao_joao_da_parauna_go.png
1098,GO,São Luís de Montes Belos,-50.372628,-16.521064,sao_luis_de_montes_belos_go.png
1099,GO,São Luíz do Norte,-49.328495,-14.860804,sao_luiz_do_norte_go.png
1100,GO,São Miguel do Araguaia,-50.163402,-13.27305,sao_miguel_do_araguaia_go.png
1101,GO,São Miguel do Passa Quatro,-48.661981,-17.058201,sao_miguel_do_passa_quatro_go.png
1102,GO,São Patrício,-49.818,-15.35,sao_patricio_go.png
1103,GO,São Simão,-50.546968,-18.99603,sao_simao_go.png
1108,GO,Sítio d`Abadia,-46.250628,-14.79924,sitio_d`abadia_go.png
1109,GO,Taquaral de Goiás,-49.603859,-16.052057,taquaral_de_goias_go.png
1110,GO,Teresina de Goiás,-47.265896,-13.780056,teresina_de_goias_go.png
1111,GO,Terezópolis de Goiás,-49.079695,-16.394529,terezopolis_de_goias_go.png
1113,GO,Trindade,-49.492667,-16.651708,trindade_go.png
1114,GO,Trombas,-48.74171,-13.50789,trombas_go.png
1112,GO,Três Ranchos,-47.775977,-18.353897,tres_ranchos_go.png
1116,GO,Turvelândia,-50.302376,-17.850215,turvelandia_go.png
1115,GO,Turvânia,-50.136894,-16.612535,turvania_go.png
1117,GO,Uirapuru,-49.920061,-14.283538,uirapuru_go.png
1119,GO,Uruana,-49.686137,-15.499323,uruana_go.png
1118,GO,Uruaçu,-49.139633,-14.52384,uruacu_go.png
1120,GO,Urutaí,-48.201481,-17.465097,urutai_go.png
1121,GO,Valparaíso de Goiás,-47.975675,-16.065078,valparaiso_de_goias_go.png
1122,GO,Varjão,-49.631229,-17.047062,varjao_go.png
1123,GO,Vianópolis,-48.515914,-16.740532,vianopolis_go.png
1124,GO,Vicentinópolis,-49.804747,-17.732204,vicentinopolis_go.png
1125,GO,Vila Boa,-47.052029,-15.038705,vila_boa_go.png
1126,GO,Vila Propício,-48.88191,-15.454161,vila_propicio_go.png
889,GO,Água Fria de Goiás,-47.78229,-14.977837,agua_fria_de_goias_go.png
890,GO,Água Limpa,-48.760304,-18.077082,agua_limpa_go.png
891,GO,Águas Lindas de Goiás,-48.281611,-15.761746,aguas_lindas_de_goias_go.png
1128,MA,Afonso Cunha,-43.327527,-4.136313,afonso_cunha_ma.png
1130,MA,Alcântara,-44.406182,-2.395737,alcantara_ma.png
1131,MA,Aldeias Altas,-43.468931,-4.626213,aldeias_altas_ma.png
1132,MA,Altamira do Maranhão,-45.470616,-4.16598,altamira_do_maranhao_ma.png
1133,MA,Alto Alegre do Maranhão,-44.446,-4.213,alto_alegre_do_maranhao_ma.png
1134,MA,Alto Alegre do Pindaré,-45.842111,-3.666886,alto_alegre_do_pindare_ma.png
1135,MA,Alto Parnaíba,-45.930328,-9.102733,alto_parnaiba_ma.png
1136,MA,Amapá do Maranhão,-46.002442,-1.675241,amapa_do_maranhao_ma.png
1137,MA,Amarante do Maranhão,-46.747284,-5.56913,amarante_do_maranhao_ma.png
1138,MA,Anajatuba,-44.612594,-3.262693,anajatuba_ma.png
1139,MA,Anapurus,-43.101449,-3.675769,anapurus_ma.png
1140,MA,Apicum-Açu,-45.08645,-1.458622,apicum-acu_ma.png
1141,MA,Araguanã,-45.658946,-2.946441,araguana_ma.png
1142,MA,Araioses,-41.904993,-2.890914,araioses_ma.png
1143,MA,Arame,-46.003201,-4.88347,arame_ma.png
1144,MA,Arari,-44.766459,-3.452136,arari_ma.png
1145,MA,Axixá,-44.061967,-2.839385,axixa_ma.png
1127,MA,Açailândia,-47.500383,-4.947137,acailandia_ma.png
1146,MA,Bacabal,-44.783183,-4.224467,bacabal_ma.png
1147,MA,Bacabeira,-44.316373,-2.964519,bacabeira_ma.png
1148,MA,Bacuri,-45.132839,-1.696501,bacuri_ma.png
1149,MA,Bacurituba,-44.732877,-2.709998,bacurituba_ma.png
1150,MA,Balsas,-46.037163,-7.53214,balsas_ma.png
1152,MA,Barra do Corda,-45.248496,-5.496823,barra_do_corda_ma.png
1153,MA,Barreirinhas,-42.823241,-2.75863,barreirinhas_ma.png
1151,MA,Barão de Grajaú,-43.026109,-6.744628,barao_de_grajau_ma.png
1155,MA,Bela Vista do Maranhão,-45.307487,-3.726175,bela_vista_do_maranhao_ma.png
1154,MA,Belágua,-43.512153,-3.154854,belagua_ma.png
1156,MA,Benedito Leite,-44.557705,-7.210368,benedito_leite_ma.png
1157,MA,Bequimão,-44.784199,-2.441621,bequimao_ma.png
1158,MA,Bernardo do Mearim,-44.760753,-4.626663,bernardo_do_mearim_ma.png
1159,MA,Boa Vista do Gurupi,-46.300223,-1.776137,boa_vista_do_gurupi_ma.png
1160,MA,Bom Jardim,-45.606004,-3.54129,bom_jardim_ma.png
1161,MA,Bom Jesus das Selvas,-46.864118,-4.476382,bom_jesus_das_selvas_ma.png
1162,MA,Bom Lugar,-45.03265,-4.373113,bom_lugar_ma.png
1163,MA,Brejo,-42.752704,-3.677957,brejo_ma.png
1164,MA,Brejo de Areia,-45.581,-4.334,brejo_de_areia_ma.png
1165,MA,Buriti,-42.917936,-3.941692,buriti_ma.png
1166,MA,Buriti Bravo,-43.835288,-5.832392,buriti_bravo_ma.png
1167,MA,Buriticupu,-46.440883,-4.323755,buriticupu_ma.png
1168,MA,Buritirana,-47.013088,-5.598233,buritirana_ma.png
1169,MA,Cachoeira Grande,-44.052763,-2.930745,cachoeira_grande_ma.png
1170,MA,Cajapió,-44.674097,-2.873262,cajapio_ma.png
1171,MA,Cajari,-45.014498,-3.327416,cajari_ma.png
1172,MA,Campestre do Maranhão,-47.362468,-6.170747,campestre_do_maranhao_ma.png
1174,MA,Cantanhede,-44.383024,-3.637569,cantanhede_ma.png
1175,MA,Capinzal do Norte,-44.328045,-4.723603,capinzal_do_norte_ma.png
1176,MA,Carolina,-47.463422,-7.335839,carolina_ma.png
1177,MA,Carutapera,-46.008547,-1.196957,carutapera_ma.png
1178,MA,Caxias,-43.361749,-4.865053,caxias_ma.png
1179,MA,Cedral,-44.528114,-2.000269,cedral_ma.png
1180,MA,Central do Maranhão,-44.825385,-2.198312,central_do_maranhao_ma.png
1182,MA,Centro Novo do Maranhão,-46.122841,-2.126963,centro_novo_do_maranhao_ma.png
1181,MA,Centro do Guilherme,-46.034486,-2.448908,centro_do_guilherme_ma.png
1183,MA,Chapadinha,-43.353848,-3.738754,chapadinha_ma.png
1184,MA,Cidelândia,-47.778145,-5.174655,cidelandia_ma.png
1185,MA,Codó,-43.892354,-4.455623,codo_ma.png
1186,MA,Coelho Neto,-43.01078,-4.252454,coelho_neto_ma.png
1187,MA,Colinas,-44.254345,-6.031986,colinas_ma.png
1188,MA,Conceição do Lago-Açu,-44.889531,-3.851417,conceicao_do_lago-acu_ma.png
1189,MA,Coroatá,-44.124414,-4.134422,coroata_ma.png
1190,MA,Cururupu,-44.864433,-1.814746,cururupu_ma.png
1173,MA,Cândido Mendes,-45.716112,-1.43265,candido_mendes_ma.png
1191,MA,Davinópolis,-47.421665,-5.546372,davinopolis_ma.png
1192,MA,Dom Pedro,-44.440883,-5.035182,dom_pedro_ma.png
1193,MA,Duque Bacelar,-42.947696,-4.150019,duque_bacelar_ma.png
1194,MA,Esperantinópolis,-44.692649,-4.879378,esperantinopolis_ma.png
1195,MA,Estreito,-47.443072,-6.560775,estreito_ma.png
1196,MA,Feira Nova do Maranhão,-46.678577,-6.965082,feira_nova_do_maranhao_ma.png
1197,MA,Fernando Falcão,-44.897876,-6.162069,fernando_falcao_ma.png
1198,MA,Formosa da Serra Negra,-46.191583,-6.440173,formosa_da_serra_negra_ma.png
1199,MA,Fortaleza dos Nogueiras,-46.174893,-6.959826,fortaleza_dos_nogueiras_ma.png
1200,MA,Fortuna,-44.156496,-5.727921,fortuna_ma.png
1201,MA,Godofredo Viana,-45.77946,-1.402591,godofredo_viana_ma.png
1202,MA,Gonçalves Dias,-44.301351,-5.147501,goncalves_dias_ma.png
1203,MA,Governador Archer,-44.275412,-5.020778,governador_archer_ma.png
1204,MA,Governador Edison Lobão,-47.364593,-5.749727,governador_edison_lobao_ma.png
1205,MA,Governador Eugênio Barros,-44.246901,-5.318973,governador_eugenio_barros_ma.png
1206,MA,Governador Luiz Rocha,-44.077433,-5.478353,governador_luiz_rocha_ma.png
1207,MA,Governador Newton Bello,-45.661939,-3.432447,governador_newton_bello_ma.png
1208,MA,Governador Nunes Freire,-45.87768,-2.128991,governador_nunes_freire_ma.png
1210,MA,Grajaú,-46.146233,-5.81367,grajau_ma.png
1209,MA,Graça Aranha,-44.335816,-5.405468,graca_aranha_ma.png
1211,MA,Guimarães,-44.60199,-2.127551,guimaraes_ma.png
1212,MA,Humberto de Campos,-43.464877,-2.598282,humberto_de_campos_ma.png
1213,MA,Icatu,-44.050061,-2.772065,icatu_ma.png
1215,MA,Igarapé Grande,-44.855833,-4.6625,igarape_grande_ma.png
1214,MA,Igarapé do Meio,-45.211372,-3.657714,igarape_do_meio_ma.png
1216,MA,Imperatriz,-47.477726,-5.518471,imperatriz_ma.png
1217,MA,Itaipava do Grajaú,-45.787736,-5.142517,itaipava_do_grajau_ma.png
1218,MA,Itapecuru Mirim,-44.350848,-3.402019,itapecuru_mirim_ma.png
1219,MA,Itinga do Maranhão,-47.523507,-4.452925,itinga_do_maranhao_ma.png
1220,MA,Jatobá,-44.215325,-5.822821,jatoba_ma.png
1221,MA,Jenipapo dos Vieiras,-45.635607,-5.362375,jenipapo_dos_vieiras_ma.png
1223,MA,Joselândia,-44.695834,-4.986111,joselandia_ma.png
1222,MA,João Lisboa,-47.406388,-5.44363,joao_lisboa_ma.png
1224,MA,Junco do Maranhão,-46.090025,-1.838879,junco_do_maranhao_ma.png
1230,MA,Lago Verde,-44.825997,-3.946611,lago_verde_ma.png
1227,MA,Lago da Pedra,-45.131912,-4.569743,lago_da_pedra_ma.png
1228,MA,Lago do Junco,-45.049001,-4.609,lago_do_junco_ma.png
1229,MA,Lago dos Rodrigues,-44.979763,-4.611735,lago_dos_rodrigues_ma.png
1226,MA,Lagoa Grande do Maranhão,-45.381609,-4.988929,lagoa_grande_do_maranhao_ma.png
1225,MA,Lagoa do Mato,-43.533313,-6.050229,lagoa_do_mato_ma.png
1231,MA,Lajeado Novo,-47.029292,-6.185385,lajeado_novo_ma.png
1232,MA,Lima Campos,-44.464625,-4.518375,lima_campos_ma.png
1233,MA,Loreto,-45.145081,-7.08111,loreto_ma.png
1234,MA,Luís Domingues,-45.866979,-1.274924,luis_domingues_ma.png
1235,MA,Magalhães de Almeida,-42.211743,-3.392319,magalhaes_de_almeida_ma.png
1236,MA,Maracaçumé,-45.958734,-2.049177,maracacume_ma.png
1237,MA,Marajá do Sena,-45.453116,-4.628062,maraja_do_sena_ma.png
1238,MA,Maranhãozinho,-45.850679,-2.240777,maranhaozinho_ma.png
1239,MA,Mata Roma,-43.111204,-3.620354,mata_roma_ma.png
1240,MA,Matinha,-45.035016,-3.098487,matinha_ma.png
1241,MA,Matões,-43.201758,-5.513591,matoes_ma.png
1242,MA,Matões do Norte,-44.546772,-3.624404,matoes_do_norte_ma.png
1243,MA,Milagres do Maranhão,-42.613121,-3.574429,milagres_do_maranhao_ma.png
1244,MA,Mirador,-44.368276,-6.374543,mirador_ma.png
1245,MA,Miranda do Norte,-44.581449,-3.563129,miranda_do_norte_ma.png
1246,MA,Mirinzal,-44.778655,-2.070935,mirinzal_ma.png
1248,MA,Montes Altos,-47.067294,-5.830665,montes_altos_ma.png
1247,MA,Monção,-45.2496,-3.481254,moncao_ma.png
1249,MA,Morros,-44.035678,-2.853794,morros_ma.png
1250,MA,Nina Rodrigues,-43.91342,-3.467884,nina_rodrigues_ma.png
1251,MA,Nova Colinas,-46.260668,-7.122628,nova_colinas_ma.png
1252,MA,Nova Iorque,-44.047137,-6.730471,nova_iorque_ma.png
1253,MA,Nova Olinda do Maranhão,-45.695274,-2.842272,nova_olinda_do_maranhao_ma.png
1254,MA,Olho d`Água das Cunhãs,-45.116312,-4.134174,olho_d`agua_das_cunhas_ma.png
1255,MA,Olinda Nova do Maranhão,-44.989748,-2.992949,olinda_nova_do_maranhao_ma.png
1257,MA,Palmeirândia,-44.893271,-2.64433,palmeirandia_ma.png
1258,MA,Paraibano,-43.979243,-6.426403,paraibano_ma.png
1259,MA,Parnarama,-43.101096,-5.673646,parnarama_ma.png
1260,MA,Passagem Franca,-43.775511,-6.177451,passagem_franca_ma.png
1261,MA,Pastos Bons,-44.07454,-6.602958,pastos_bons_ma.png
1262,MA,Paulino Neves,-42.525848,-2.720941,paulino_neves_ma.png
1263,MA,Paulo Ramos,-45.23976,-4.444848,paulo_ramos_ma.png
1256,MA,Paço do Lumiar,-44.101886,-2.516573,paco_do_lumiar_ma.png
1264,MA,Pedreiras,-44.600637,-4.564817,pedreiras_ma.png
1265,MA,Pedro do Rosário,-45.349316,-2.972719,pedro_do_rosario_ma.png
1266,MA,Penalva,-45.176808,-3.276744,penalva_ma.png
1267,MA,Peri Mirim,-44.850385,-2.576762,peri_mirim_ma.png
1268,MA,Peritoró,-44.336909,-4.374589,peritoro_ma.png
1269,MA,Pindaré-Mirim,-45.341988,-3.609851,pindare-mirim_ma.png
1270,MA,Pinheiro,-45.078825,-2.522244,pinheiro_ma.png
1271,MA,Pio XII,-45.175942,-3.893151,pio_xii_ma.png
1272,MA,Pirapemas,-44.221632,-3.720412,pirapemas_ma.png
1274,MA,Porto Franco,-47.396188,-6.34149,porto_franco_ma.png
1275,MA,Porto Rico do Maranhão,-44.584229,-1.859247,porto_rico_do_maranhao_ma.png
1273,MA,Poção de Pedras,-44.943199,-4.74626,pocao_de_pedras_ma.png
1276,MA,Presidente Dutra,-44.49498,-5.289801,presidente_dutra_ma.png
1277,MA,Presidente Juscelino,-44.07148,-2.918724,presidente_juscelino_ma.png
1278,MA,Presidente Médici,-45.820014,-2.389908,presidente_medici_ma.png
1279,MA,Presidente Sarney,-45.359492,-2.587991,presidente_sarney_ma.png
1280,MA,Presidente Vargas,-44.023403,-3.407866,presidente_vargas_ma.png
1281,MA,Primeira Cruz,-43.423159,-2.505679,primeira_cruz_ma.png
1282,MA,Raposa,-44.097343,-2.425399,raposa_ma.png
1283,MA,Riachão,-46.622528,-7.358189,riachao_ma.png
1284,MA,Ribamar Fiquene,-47.388777,-5.930666,ribamar_fiquene_ma.png
1285,MA,Rosário,-44.253065,-2.934443,rosario_ma.png
1286,MA,Sambaíba,-45.351506,-7.134473,sambaiba_ma.png
1287,MA,Santa Filomena do Maranhão,-44.563763,-5.496706,santa_filomena_do_maranhao_ma.png
1288,MA,Santa Helena,-45.289976,-2.244263,santa_helena_ma.png
1289,MA,Santa Inês,-45.37745,-3.651118,santa_ines_ma.png
1290,MA,Santa Luzia,-45.690026,-4.068726,santa_luzia_ma.png
1291,MA,Santa Luzia do Paruá,-45.780137,-2.511229,santa_luzia_do_parua_ma.png
1293,MA,Santa Quitéria do Maranhão,-42.568771,-3.493085,santa_quiteria_do_maranhao_ma.png
1294,MA,Santa Rita,-44.321078,-3.142409,santa_rita_ma.png
1292,MA,Santana do Maranhão,-42.406388,-3.109002,santana_do_maranhao_ma.png
1295,MA,Santo Amaro do Maranhão,-43.238033,-2.500681,santo_amaro_do_maranhao_ma.png
1296,MA,Santo Antônio dos Lopes,-44.365278,-4.866134,santo_antonio_dos_lopes_ma.png
1321,MA,Satubinha,-45.245716,-4.049131,satubinha_ma.png
1322,MA,Senador Alexandre Costa,-44.053347,-5.250956,senador_alexandre_costa_ma.png
1323,MA,Senador La Rocque,-47.295941,-5.446098,senador_la_rocque_ma.png
1324,MA,Serrano do Maranhão,-45.120735,-1.852285,serrano_do_maranhao_ma.png
1326,MA,Sucupira do Norte,-44.191889,-6.478392,sucupira_do_norte_ma.png
1327,MA,Sucupira do Riachão,-43.545472,-6.408584,sucupira_do_riachao_ma.png
1297,MA,São Benedito do Rio Preto,-43.52872,-3.335147,sao_benedito_do_rio_preto_ma.png
1298,MA,São Bento,-44.828927,-2.697812,sao_bento_ma.png
1299,MA,São Bernardo,-42.41912,-3.372229,sao_bernardo_ma.png
1300,MA,São Domingos do Azeitão,-44.650882,-6.814706,sao_domingos_do_azeitao_ma.png
1301,MA,São Domingos do Maranhão,-44.382195,-5.580953,sao_domingos_do_maranhao_ma.png
1303,MA,São Francisco do Brejão,-47.389018,-5.125844,sao_francisco_do_brejao_ma.png
1304,MA,São Francisco do Maranhão,-42.866767,-6.25159,sao_francisco_do_maranhao_ma.png
1302,MA,São Félix de Balsas,-44.809249,-7.075345,sao_felix_de_balsas_ma.png
1310,MA,São José de Ribamar,-44.059745,-2.54704,sao_jose_de_ribamar_ma.png
1311,MA,São José dos Basílios,-44.580937,-5.054931,sao_jose_dos_basilios_ma.png
1305,MA,São João Batista,-44.795324,-2.953978,sao_joao_batista_ma.png
1306,MA,São João do Carú,-46.250694,-3.550305,sao_joao_do_caru_ma.png
1307,MA,São João do Paraíso,-47.059355,-6.456341,sao_joao_do_paraiso_ma.png
1308,MA,São João do Soter,-43.816257,-5.10821,sao_joao_do_soter_ma.png
1309,MA,São João dos Patos,-43.703623,-6.4934,sao_joao_dos_patos_ma.png
1312,MA,São Luís,-44.282513,-2.538742,sao_luis_ma.png
1313,MA,São Luís Gonzaga do Maranhão,-44.665404,-4.385409,sao_luis_gonzaga_do_maranhao_ma.png
1314,MA,São Mateus do Maranhão,-44.470691,-4.037361,sao_mateus_do_maranhao_ma.png
1315,MA,São Pedro da Água Branca,-48.429117,-5.084718,sao_pedro_da_agua_branca_ma.png
1316,MA,São Pedro dos Crentes,-46.531864,-6.823889,sao_pedro_dos_crentes_ma.png
1317,MA,São Raimundo das Mangabeiras,-45.48088,-7.021834,sao_raimundo_das_mangabeiras_ma.png
1318,MA,São Raimundo do Doca Bezerra,-45.069554,-5.110532,sao_raimundo_do_doca_bezerra_ma.png
1319,MA,São Roberto,-45.000992,-5.023096,sao_roberto_ma.png
1320,MA,São Vicente Ferrer,-44.868074,-2.894871,sao_vicente_ferrer_ma.png
1325,MA,Sítio Novo,-46.703329,-5.876006,sitio_novo_ma.png
1328,MA,Tasso Fragoso,-45.753647,-8.466203,tasso_fragoso_ma.png
1329,MA,Timbiras,-43.931956,-4.255971,timbiras_ma.png
1330,MA,Timon,-42.83292,-5.097692,timon_ma.png
1331,MA,Trizidela do Vale,-44.628,-4.538,trizidela_do_vale_ma.png
1332,MA,Tufilândia,-45.623781,-3.67355,tufilandia_ma.png
1333,MA,Tuntum,-44.644367,-5.254761,tuntum_ma.png
1334,MA,Turiaçu,-45.379791,-1.658925,turiacu_ma.png
1335,MA,Turilândia,-45.304411,-2.216382,turilandia_ma.png
1336,MA,Tutóia,-42.275531,-2.761413,tutoia_ma.png
1337,MA,Urbano Santos,-43.387838,-3.206417,urbano_santos_ma.png
1338,MA,Vargem Grande,-43.91696,-3.536385,vargem_grande_ma.png
1339,MA,Viana,-44.991177,-3.20451,viana_ma.png
1340,MA,Vila Nova dos Martírios,-48.133611,-5.18889,vila_nova_dos_martirios_ma.png
1342,MA,Vitorino Freire,-45.250524,-4.281836,vitorino_freire_ma.png
1341,MA,Vitória do Mearim,-44.864299,-3.451248,vitoria_do_mearim_ma.png
1343,MA,Zé Doca,-45.655344,-3.270145,ze_doca_ma.png
1129,MA,Água Doce do Maranhão,-42.118903,-2.840479,agua_doce_do_maranhao_ma.png
1344,MG,Abadia dos Dourados,-47.391623,-18.483101,abadia_dos_dourados_mg.png
1345,MG,Abaeté,-45.444413,-19.155125,abaete_mg.png
1346,MG,Abre Campo,-42.474304,-20.299647,abre_campo_mg.png
1347,MG,Acaiaca,-43.143867,-20.359034,acaiaca_mg.png
1351,MG,Aguanil,-45.391456,-20.943942,aguanil_mg.png
1354,MG,Aimorés,-41.074651,-19.500684,aimores_mg.png
1355,MG,Aiuruoca,-44.604212,-21.973608,aiuruoca_mg.png
1356,MG,Alagoa,-44.641344,-22.170976,alagoa_mg.png
1357,MG,Albertina,-46.613912,-22.201775,albertina_mg.png
1359,MG,Alfenas,-45.947727,-21.425629,alfenas_mg.png
1360,MG,Alfredo Vasconcelos,-43.771767,-21.153521,alfredo_vasconcelos_mg.png
1361,MG,Almenara,-40.694163,-16.178459,almenara_mg.png
1362,MG,Alpercata,-41.969998,-18.973994,alpercata_mg.png
1363,MG,Alpinópolis,-46.387797,-20.863059,alpinopolis_mg.png
1364,MG,Alterosa,-46.138666,-21.248752,alterosa_mg.png
1365,MG,Alto Caparaó,-41.873772,-20.43098,alto_caparao_mg.png
1366,MG,Alto Jequitibá,-41.966988,-20.420845,alto_jequitiba_mg.png
1367,MG,Alto Rio Doce,-43.406683,-21.028122,alto_rio_doce_mg.png
1368,MG,Alvarenga,-41.73174,-19.417403,alvarenga_mg.png
1369,MG,Alvinópolis,-43.053487,-20.109771,alvinopolis_mg.png
1370,MG,Alvorada de Minas,-43.363807,-18.733362,alvorada_de_minas_mg.png
1358,MG,Além Paraíba,-42.717588,-21.879703,alem_paraiba_mg.png
1371,MG,Amparo da Serra,-42.800868,-20.505068,amparo_da_serra_mg.png
1372,MG,Andradas,-46.572372,-22.069487,andradas_mg.png
1373,MG,Andrelândia,-44.31169,-21.741088,andrelandia_mg.png
1374,MG,Angelândia,-42.264123,-17.727938,angelandia_mg.png
1375,MG,Antônio Carlos,-43.74513,-21.321031,antonio_carlos_mg.png
1376,MG,Antônio Dias,-42.873243,-19.649096,antonio_dias_mg.png
1377,MG,Antônio Prado de Minas,-42.110937,-21.019183,antonio_prado_de_minas_mg.png
1379,MG,Aracitaba,-43.37362,-21.344619,aracitaba_mg.png
1381,MG,Araguari,-48.193392,-18.645575,araguari_mg.png
1382,MG,Arantina,-44.255519,-21.910171,arantina_mg.png
1383,MG,Araponga,-42.51785,-20.668608,araponga_mg.png
1384,MG,Araporã,-49.184746,-18.435727,arapora_mg.png
1385,MG,Arapuá,-46.148403,-19.026816,arapua_mg.png
1387,MG,Araxá,-46.943804,-19.590176,araxa_mg.png
1378,MG,Araçaí,-44.249309,-19.195507,aracai_mg.png
1380,MG,Araçuaí,-42.0637,-16.85232,aracuai_mg.png
1386,MG,Araújos,-45.167115,-19.940519,araujos_mg.png
1388,MG,Arceburgo,-46.940056,-21.358984,arceburgo_mg.png
1389,MG,Arcos,-45.537345,-20.286333,arcos_mg.png
1390,MG,Areado,-46.142071,-21.357186,areado_mg.png
1391,MG,Argirita,-42.829162,-21.60827,argirita_mg.png
1392,MG,Aricanduva,-42.553263,-17.866642,aricanduva_mg.png
1393,MG,Arinos,-46.104324,-15.918743,arinos_mg.png
1394,MG,Astolfo Dutra,-42.857204,-21.318439,astolfo_dutra_mg.png
1395,MG,Ataléia,-41.114901,-18.043805,ataleia_mg.png
1396,MG,Augusto de Lima,-44.265523,-18.099714,augusto_de_lima_mg.png
1348,MG,Açucena,-42.541881,-19.067105,acucena_mg.png
1397,MG,Baependi,-44.887426,-21.956994,baependi_mg.png
1398,MG,Baldim,-43.961331,-19.283197,baldim_mg.png
1399,MG,Bambuí,-45.97537,-20.016618,bambui_mg.png
1400,MG,Bandeira,-40.562163,-15.878315,bandeira_mg.png
1401,MG,Bandeira do Sul,-46.383347,-21.730798,bandeira_do_sul_mg.png
1404,MG,Barbacena,-43.770266,-21.221446,barbacena_mg.png
1405,MG,Barra Longa,-43.040168,-20.286866,barra_longa_mg.png
1406,MG,Barroso,-43.972039,-21.190659,barroso_mg.png
1402,MG,Barão de Cocais,-43.475524,-19.938943,barao_de_cocais_mg.png
1403,MG,Barão de Monte Alto,-42.237185,-21.244403,barao_de_monte_alto_mg.png
1407,MG,Bela Vista de Minas,-43.092164,-19.83021,bela_vista_de_minas_mg.png
1408,MG,Belmiro Braga,-43.408419,-21.943992,belmiro_braga_mg.png
1409,MG,Belo Horizonte,-43.926572,-19.910183,belo_horizonte_mg.png
1410,MG,Belo Oriente,-42.482795,-19.219906,belo_oriente_mg.png
1411,MG,Belo Vale,-44.027462,-20.407725,belo_vale_mg.png
1412,MG,Berilo,-42.46062,-16.95669,berilo_mg.png
1413,MG,Berizal,-41.743202,-15.610028,berizal_mg.png
1414,MG,Bertópolis,-40.579973,-17.059009,bertopolis_mg.png
1415,MG,Betim,-44.200775,-19.966827,betim_mg.png
1416,MG,Bias Fortes,-43.757366,-21.601961,bias_fortes_mg.png
1417,MG,Bicas,-43.055958,-21.723164,bicas_mg.png
1418,MG,Biquinhas,-45.497372,-18.77541,biquinhas_mg.png
1419,MG,Boa Esperança,-45.561203,-21.092723,boa_esperanca_mg.png
1420,MG,Bocaina de Minas,-44.397181,-22.169687,bocaina_de_minas_mg.png
1421,MG,Bocaiúva,-43.810433,-17.113544,bocaiuva_mg.png
1422,MG,Bom Despacho,-45.262167,-19.738621,bom_despacho_mg.png
1423,MG,Bom Jardim de Minas,-44.188498,-21.947875,bom_jardim_de_minas_mg.png
1424,MG,Bom Jesus da Penha,-46.517369,-21.014786,bom_jesus_da_penha_mg.png
1425,MG,Bom Jesus do Amparo,-43.478225,-19.70543,bom_jesus_do_amparo_mg.png
